"","gene_names"
"3349","ENSMUSG00000058690"
"3350","ENSMUSG00000041028"
"3351","ENSMUSG00000074553"
"3352","ENSMUSG00000021792"
"3353","ENSMUSG00000021790"
"3354","ENSMUSG00000090634"
"3355","ENSMUSG00000090440"
"3356","ENSMUSG00000072595"
"3357","ENSMUSG00000079267"
"3358","ENSMUSG00000092165"
"3359","ENSMUSG00000021832"
"3360","ENSMUSG00000037722"
"3361","ENSMUSG00000037697"
"3362","ENSMUSG00000044285"
"3363","ENSMUSG00000037628"
"3364","ENSMUSG00000062014"
"3365","ENSMUSG00000055128"
"3366","ENSMUSG00000021838"
"3367","ENSMUSG00000021840"
"3368","ENSMUSG00000037544"
"3369","ENSMUSG00000037536"
"3370","ENSMUSG00000021846"
"3371","ENSMUSG00000036282"
"3372","ENSMUSG00000071470"
"3373","ENSMUSG00000036023"
"3374","ENSMUSG00000097431"
"3375","ENSMUSG00000006289"
"3376","ENSMUSG00000035960"
"3377","ENSMUSG00000035953"
"3378","ENSMUSG00000008813"
"3379","ENSMUSG00000060373"
"3380","ENSMUSG00000057132"
"3381","ENSMUSG00000035726"
"3382","ENSMUSG00000053754"
"3383","ENSMUSG00000016831"
"3384","ENSMUSG00000022174"
"3385","ENSMUSG00000040997"
"3386","ENSMUSG00000000959"
"3387","ENSMUSG00000010406"
"3388","ENSMUSG00000023110"
"3389","ENSMUSG00000022177"
"3390","ENSMUSG00000022193"
"3391","ENSMUSG00000022185"
"3392","ENSMUSG00000040822"
"3393","ENSMUSG00000057156"
"3394","ENSMUSG00000022194"
"3395","ENSMUSG00000022204"
"3396","ENSMUSG00000022210"
"3397","ENSMUSG00000022214"
"3398","ENSMUSG00000002319"
"3399","ENSMUSG00000010376"
"3400","ENSMUSG00000002326"
"3401","ENSMUSG00000007589"
"3402","ENSMUSG00000040472"
"3403","ENSMUSG00000002332"
"3404","ENSMUSG00000019297"
"3405","ENSMUSG00000022223"
"3406","ENSMUSG00000000365"
"3407","ENSMUSG00000064128"
"3408","ENSMUSG00000079184"
"3409","ENSMUSG00000021938"
"3410","ENSMUSG00000040123"
"3411","ENSMUSG00000040040"
"3412","ENSMUSG00000050222"
"3413","ENSMUSG00000021951"
"3414","ENSMUSG00000021963"
"3415","ENSMUSG00000021967"
"3416","ENSMUSG00000021973"
"3417","ENSMUSG00000097303"
"3418","ENSMUSG00000021977"
"3419","ENSMUSG00000053868"
"3420","ENSMUSG00000021981"
"3421","ENSMUSG00000063895"
"3422","ENSMUSG00000021987"
"3423","ENSMUSG00000021993"
"3424","ENSMUSG00000021929"
"3425","ENSMUSG00000021930"
"3426","ENSMUSG00000035235"
"3427","ENSMUSG00000035161"
"3428","ENSMUSG00000097775"
"3429","ENSMUSG00000021273"
"3430","ENSMUSG00000035078"
"3431","ENSMUSG00000022031"
"3432","ENSMUSG00000061356"
"3433","ENSMUSG00000022033"
"3434","ENSMUSG00000022039"
"3435","ENSMUSG00000085984"
"3436","ENSMUSG00000022051"
"3437","ENSMUSG00000022052"
"3438","ENSMUSG00000048922"
"3439","ENSMUSG00000034327"
"3440","ENSMUSG00000034194"
"3441","ENSMUSG00000022085"
"3442","ENSMUSG00000022089"
"3443","ENSMUSG00000022092"
"3444","ENSMUSG00000033644"
"3445","ENSMUSG00000000776"
"3446","ENSMUSG00000033589"
"3447","ENSMUSG00000045211"
"3448","ENSMUSG00000022095"
"3449","ENSMUSG00000033487"
"3450","ENSMUSG00000022106"
"3451","ENSMUSG00000022108"
"3452","ENSMUSG00000022109"
"3453","ENSMUSG00000022110"
"3454","ENSMUSG00000021997"
"3455","ENSMUSG00000022000"
"3456","ENSMUSG00000034913"
"3457","ENSMUSG00000060126"
"3458","ENSMUSG00000067995"
"3459","ENSMUSG00000022009"
"3460","ENSMUSG00000022010"
"3461","ENSMUSG00000034795"
"3462","ENSMUSG00000022013"
"3463","ENSMUSG00000022014"
"3464","ENSMUSG00000022018"
"3465","ENSMUSG00000022020"
"3466","ENSMUSG00000075502"
"3467","ENSMUSG00000022023"
"3468","ENSMUSG00000022024"
"3469","ENSMUSG00000102774"
"3470","ENSMUSG00000022019"
"3471","ENSMUSG00000033186"
"3472","ENSMUSG00000022064"
"3473","ENSMUSG00000075486"
"3474","ENSMUSG00000022111"
"3475","ENSMUSG00000033004"
"3476","ENSMUSG00000055717"
"3477","ENSMUSG00000022120"
"3478","ENSMUSG00000022119"
"3479","ENSMUSG00000053253"
"3480","ENSMUSG00000060143"
"3481","ENSMUSG00000022113"
"3482","ENSMUSG00000022131"
"3483","ENSMUSG00000042156"
"3484","ENSMUSG00000022136"
"3485","ENSMUSG00000042104"
"3486","ENSMUSG00000087479"
"3487","ENSMUSG00000030662"
"3488","ENSMUSG00000041765"
"3489","ENSMUSG00000071229"
"3490","ENSMUSG00000025544"
"3491","ENSMUSG00000100585"
"3492","ENSMUSG00000041650"
"3493","ENSMUSG00000042360"
"3494","ENSMUSG00000025894"
"3495","ENSMUSG00000047193"
"3496","ENSMUSG00000032002"
"3497","ENSMUSG00000057367"
"3498","ENSMUSG00000053070"
"3499","ENSMUSG00000040729"
"3500","ENSMUSG00000031918"
"3501","ENSMUSG00000031922"
"3502","ENSMUSG00000032009"
"3503","ENSMUSG00000053914"
"3504","ENSMUSG00000004096"
"3505","ENSMUSG00000031927"
"3506","ENSMUSG00000031931"
"3507","ENSMUSG00000031928"
"3508","ENSMUSG00000031935"
"3509","ENSMUSG00000031938"
"3510","ENSMUSG00000031939"
"3511","ENSMUSG00000046111"
"3512","ENSMUSG00000039977"
"3513","ENSMUSG00000045519"
"3514","ENSMUSG00000066892"
"3515","ENSMUSG00000084786"
"3516","ENSMUSG00000032171"
"3517","ENSMUSG00000004100"
"3518","ENSMUSG00000070319"
"3519","ENSMUSG00000003299"
"3520","ENSMUSG00000079677"
"3521","ENSMUSG00000010205"
"3522","ENSMUSG00000019471"
"3523","ENSMUSG00000003308"
"3524","ENSMUSG00000002820"
"3525","ENSMUSG00000035047"
"3526","ENSMUSG00000096472"
"3527","ENSMUSG00000032178"
"3528","ENSMUSG00000033335"
"3529","ENSMUSG00000032182"
"3530","ENSMUSG00000032187"
"3531","ENSMUSG00000074476"
"3532","ENSMUSG00000040883"
"3533","ENSMUSG00000039632"
"3534","ENSMUSG00000003402"
"3535","ENSMUSG00000038895"
"3536","ENSMUSG00000013822"
"3537","ENSMUSG00000010607"
"3538","ENSMUSG00000036411"
"3539","ENSMUSG00000032239"
"3540","ENSMUSG00000035919"
"3541","ENSMUSG00000085576"
"3542","ENSMUSG00000047995"
"3543","ENSMUSG00000001833"
"3544","ENSMUSG00000035443"
"3545","ENSMUSG00000035024"
"3546","ENSMUSG00000031990"
"3547","ENSMUSG00000031991"
"3548","ENSMUSG00000047412"
"3549","ENSMUSG00000031996"
"3550","ENSMUSG00000042185"
"3551","ENSMUSG00000041737"
"3552","ENSMUSG00000070315"
"3553","ENSMUSG00000032040"
"3554","ENSMUSG00000032042"
"3555","ENSMUSG00000050471"
"3556","ENSMUSG00000032101"
"3557","ENSMUSG00000050555"
"3558","ENSMUSG00000032116"
"3559","ENSMUSG00000096993"
"3560","ENSMUSG00000062762"
"3561","ENSMUSG00000032121"
"3562","ENSMUSG00000034303"
"3563","ENSMUSG00000001948"
"3564","ENSMUSG00000011114"
"3565","ENSMUSG00000101963"
"3566","ENSMUSG00000040111"
"3567","ENSMUSG00000087047"
"3568","ENSMUSG00000015656"
"3569","ENSMUSG00000032023"
"3570","ENSMUSG00000032021"
"3571","ENSMUSG00000037287"
"3572","ENSMUSG00000053128"
"3573","ENSMUSG00000032010"
"3574","ENSMUSG00000034342"
"3575","ENSMUSG00000049932"
"3576","ENSMUSG00000032126"
"3577","ENSMUSG00000032127"
"3578","ENSMUSG00000032112"
"3579","ENSMUSG00000009927"
"3580","ENSMUSG00000032097"
"3581","ENSMUSG00000032096"
"3582","ENSMUSG00000002031"
"3583","ENSMUSG00000038717"
"3584","ENSMUSG00000059412"
"3585","ENSMUSG00000043987"
"3586","ENSMUSG00000003131"
"3587","ENSMUSG00000032078"
"3588","ENSMUSG00000032077"
"3589","ENSMUSG00000032076"
"3590","ENSMUSG00000032026"
"3591","ENSMUSG00000042396"
"3592","ENSMUSG00000042293"
"3593","ENSMUSG00000040219"
"3594","ENSMUSG00000032065"
"3595","ENSMUSG00000000171"
"3596","ENSMUSG00000039016"
"3597","ENSMUSG00000059820"
"3598","ENSMUSG00000000167"
"3599","ENSMUSG00000000168"
"3600","ENSMUSG00000032064"
"3601","ENSMUSG00000037971"
"3602","ENSMUSG00000037845"
"3603","ENSMUSG00000032059"
"3604","ENSMUSG00000032058"
"3605","ENSMUSG00000032057"
"3606","ENSMUSG00000053199"
"3607","ENSMUSG00000032051"
"3608","ENSMUSG00000098076"
"3609","ENSMUSG00000032050"
"3610","ENSMUSG00000053289"
"3611","ENSMUSG00000005131"
"3612","ENSMUSG00000032047"
"3613","ENSMUSG00000032030"
"3614","ENSMUSG00000032279"
"3615","ENSMUSG00000032285"
"3616","ENSMUSG00000061559"
"3617","ENSMUSG00000032301"
"3618","ENSMUSG00000032307"
"3619","ENSMUSG00000032314"
"3620","ENSMUSG00000034007"
"3621","ENSMUSG00000032320"
"3622","ENSMUSG00000032324"
"3623","ENSMUSG00000032288"
"3624","ENSMUSG00000055334"
"3625","ENSMUSG00000032295"
"3626","ENSMUSG00000032299"
"3627","ENSMUSG00000032300"
"3628","ENSMUSG00000000088"
"3629","ENSMUSG00000032306"
"3630","ENSMUSG00000040188"
"3631","ENSMUSG00000038957"
"3632","ENSMUSG00000032316"
"3633","ENSMUSG00000055720"
"3634","ENSMUSG00000025235"
"3635","ENSMUSG00000025234"
"3636","ENSMUSG00000090516"
"3637","ENSMUSG00000049526"
"3638","ENSMUSG00000025232"
"3639","ENSMUSG00000032294"
"3640","ENSMUSG00000039585"
"3641","ENSMUSG00000047766"
"3642","ENSMUSG00000007892"
"3643","ENSMUSG00000032254"
"3644","ENSMUSG00000046846"
"3645","ENSMUSG00000032244"
"3646","ENSMUSG00000032245"
"3647","ENSMUSG00000032405"
"3648","ENSMUSG00000058444"
"3649","ENSMUSG00000032403"
"3650","ENSMUSG00000037801"
"3651","ENSMUSG00000032400"
"3652","ENSMUSG00000032399"
"3653","ENSMUSG00000032398"
"3654","ENSMUSG00000032397"
"3655","ENSMUSG00000032396"
"3656","ENSMUSG00000004771"
"3657","ENSMUSG00000034263"
"3658","ENSMUSG00000033629"
"3659","ENSMUSG00000032393"
"3660","ENSMUSG00000015357"
"3661","ENSMUSG00000041837"
"3662","ENSMUSG00000059183"
"3663","ENSMUSG00000032388"
"3664","ENSMUSG00000040652"
"3665","ENSMUSG00000032386"
"3666","ENSMUSG00000032383"
"3667","ENSMUSG00000032382"
"3668","ENSMUSG00000032381"
"3669","ENSMUSG00000038664"
"3670","ENSMUSG00000032376"
"3671","ENSMUSG00000053040"
"3672","ENSMUSG00000036943"
"3673","ENSMUSG00000036781"
"3674","ENSMUSG00000032231"
"3675","ENSMUSG00000011958"
"3676","ENSMUSG00000033543"
"3677","ENSMUSG00000032218"
"3678","ENSMUSG00000032212"
"3679","ENSMUSG00000032204"
"3680","ENSMUSG00000013584"
"3681","ENSMUSG00000032199"
"3682","ENSMUSG00000032221"
"3683","ENSMUSG00000090626"
"3684","ENSMUSG00000092192"
"3685","ENSMUSG00000086158"
"3686","ENSMUSG00000098332"
"3687","ENSMUSG00000032202"
"3688","ENSMUSG00000032215"
"3689","ENSMUSG00000007656"
"3690","ENSMUSG00000042688"
"3691","ENSMUSG00000097021"
"3692","ENSMUSG00000042487"
"3693","ENSMUSG00000058587"
"3694","ENSMUSG00000099170"
"3695","ENSMUSG00000032352"
"3696","ENSMUSG00000032350"
"3697","ENSMUSG00000001366"
"3698","ENSMUSG00000097574"
"3699","ENSMUSG00000090724"
"3700","ENSMUSG00000070291"
"3701","ENSMUSG00000087052"
"3702","ENSMUSG00000032342"
"3703","ENSMUSG00000037742"
"3704","ENSMUSG00000032330"
"3705","ENSMUSG00000032328"
"3706","ENSMUSG00000034252"
"3707","ENSMUSG00000032251"
"3708","ENSMUSG00000032258"
"3709","ENSMUSG00000038379"
"3710","ENSMUSG00000103715"
"3711","ENSMUSG00000034973"
"3712","ENSMUSG00000032417"
"3713","ENSMUSG00000032418"
"3714","ENSMUSG00000032872"
"3715","ENSMUSG00000056919"
"3716","ENSMUSG00000032422"
"3717","ENSMUSG00000032423"
"3718","ENSMUSG00000097195"
"3719","ENSMUSG00000079427"
"3720","ENSMUSG00000097177"
"3721","ENSMUSG00000097677"
"3722","ENSMUSG00000032353"
"3723","ENSMUSG00000062270"
"3724","ENSMUSG00000032407"
"3725","ENSMUSG00000032839"
"3726","ENSMUSG00000096655"
"3727","ENSMUSG00000032409"
"3728","ENSMUSG00000032412"
"3729","ENSMUSG00000051234"
"3730","ENSMUSG00000032456"
"3731","ENSMUSG00000032458"
"3732","ENSMUSG00000032459"
"3733","ENSMUSG00000032463"
"3734","ENSMUSG00000056267"
"3735","ENSMUSG00000032468"
"3736","ENSMUSG00000101042"
"3737","ENSMUSG00000032475"
"3738","ENSMUSG00000037286"
"3739","ENSMUSG00000032534"
"3740","ENSMUSG00000035048"
"3741","ENSMUSG00000099491"
"3742","ENSMUSG00000032553"
"3743","ENSMUSG00000032555"
"3744","ENSMUSG00000032803"
"3745","ENSMUSG00000032563"
"3746","ENSMUSG00000032565"
"3747","ENSMUSG00000032567"
"3748","ENSMUSG00000032572"
"3749","ENSMUSG00000032786"
"3750","ENSMUSG00000097592"
"3751","ENSMUSG00000023345"
"3752","ENSMUSG00000048758"
"3753","ENSMUSG00000042210"
"3754","ENSMUSG00000091735"
"3755","ENSMUSG00000041506"
"3756","ENSMUSG00000066383"
"3757","ENSMUSG00000023577"
"3758","ENSMUSG00000066382"
"3759","ENSMUSG00000041009"
"3760","ENSMUSG00000040813"
"3761","ENSMUSG00000032575"
"3762","ENSMUSG00000090207"
"3763","ENSMUSG00000032579"
"3764","ENSMUSG00000010045"
"3765","ENSMUSG00000037190"
"3766","ENSMUSG00000010057"
"3767","ENSMUSG00000010044"
"3768","ENSMUSG00000010067"
"3769","ENSMUSG00000010054"
"3770","ENSMUSG00000032562"
"3771","ENSMUSG00000032580"
"3772","ENSMUSG00000032582"
"3773","ENSMUSG00000032583"
"3774","ENSMUSG00000032586"
"3775","ENSMUSG00000032595"
"3776","ENSMUSG00000032594"
"3777","ENSMUSG00000032606"
"3778","ENSMUSG00000039461"
"3779","ENSMUSG00000007815"
"3780","ENSMUSG00000032612"
"3781","ENSMUSG00000032611"
"3782","ENSMUSG00000049305"
"3783","ENSMUSG00000006676"
"3784","ENSMUSG00000032604"
"3785","ENSMUSG00000006673"
"3786","ENSMUSG00000062867"
"3787","ENSMUSG00000070283"
"3788","ENSMUSG00000019039"
"3789","ENSMUSG00000064145"
"3790","ENSMUSG00000032602"
"3791","ENSMUSG00000032599"
"3792","ENSMUSG00000025652"
"3793","ENSMUSG00000025651"
"3794","ENSMUSG00000025648"
"3795","ENSMUSG00000091537"
"3796","ENSMUSG00000032478"
"3797","ENSMUSG00000032477"
"3798","ENSMUSG00000032479"
"3799","ENSMUSG00000032480"
"3800","ENSMUSG00000032481"
"3801","ENSMUSG00000032489"
"3802","ENSMUSG00000044791"
"3803","ENSMUSG00000019659"
"3804","ENSMUSG00000044664"
"3805","ENSMUSG00000032493"
"3806","ENSMUSG00000058398"
"3807","ENSMUSG00000047257"
"3808","ENSMUSG00000049719"
"3809","ENSMUSG00000032497"
"3810","ENSMUSG00000032504"
"3811","ENSMUSG00000074039"
"3812","ENSMUSG00000056167"
"3813","ENSMUSG00000050621"
"3814","ENSMUSG00000032437"
"3815","ENSMUSG00000039285"
"3816","ENSMUSG00000038708"
"3817","ENSMUSG00000086119"
"3818","ENSMUSG00000032512"
"3819","ENSMUSG00000032513"
"3820","ENSMUSG00000032514"
"3821","ENSMUSG00000032515"
"3822","ENSMUSG00000032519"
"3823","ENSMUSG00000032518"
"3824","ENSMUSG00000006941"
"3825","ENSMUSG00000025794"
"3826","ENSMUSG00000052658"
"3827","ENSMUSG00000006932"
"3828","ENSMUSG00000040936"
"3829","ENSMUSG00000032526"
"3830","ENSMUSG00000032525"
"3831","ENSMUSG00000079235"
"3832","ENSMUSG00000038412"
"3833","ENSMUSG00000043773"
"3834","ENSMUSG00000037949"
"3835","ENSMUSG00000032540"
"3836","ENSMUSG00000094985"
"3837","ENSMUSG00000057895"
"3838","ENSMUSG00000032551"
"3839","ENSMUSG00000036768"
"3840","ENSMUSG00000066233"
"3841","ENSMUSG00000025785"
"3842","ENSMUSG00000025239"
"3843","ENSMUSG00000025245"
"3844","ENSMUSG00000025241"
"3845","ENSMUSG00000093803"
"3846","ENSMUSG00000020457"
"3847","ENSMUSG00000020454"
"3848","ENSMUSG00000034614"
"3849","ENSMUSG00000034587"
"3850","ENSMUSG00000020435"
"3851","ENSMUSG00000020434"
"3852","ENSMUSG00000047205"
"3853","ENSMUSG00000020430"
"3854","ENSMUSG00000004748"
"3855","ENSMUSG00000002129"
"3856","ENSMUSG00000034412"
"3857","ENSMUSG00000020419"
"3858","ENSMUSG00000020412"
"3859","ENSMUSG00000059534"
"3860","ENSMUSG00000009076"
"3861","ENSMUSG00000009073"
"3862","ENSMUSG00000034274"
"3863","ENSMUSG00000009079"
"3864","ENSMUSG00000034175"
"3865","ENSMUSG00000020482"
"3866","ENSMUSG00000020481"
"3867","ENSMUSG00000020477"
"3868","ENSMUSG00000083844"
"3869","ENSMUSG00000020476"
"3870","ENSMUSG00000020475"
"3871","ENSMUSG00000020471"
"3872","ENSMUSG00000002741"
"3873","ENSMUSG00000053838"
"3874","ENSMUSG00000004393"
"3875","ENSMUSG00000004394"
"3876","ENSMUSG00000020456"
"3877","ENSMUSG00000041164"
"3878","ENSMUSG00000071866"
"3879","ENSMUSG00000041126"
"3880","ENSMUSG00000094483"
"3881","ENSMUSG00000000384"
"3882","ENSMUSG00000040985"
"3883","ENSMUSG00000040978"
"3884","ENSMUSG00000020193"
"3885","ENSMUSG00000035455"
"3886","ENSMUSG00000085561"
"3887","ENSMUSG00000078974"
"3888","ENSMUSG00000078970"
"3889","ENSMUSG00000020116"
"3890","ENSMUSG00000086468"
"3891","ENSMUSG00000020149"
"3892","ENSMUSG00000049800"
"3893","ENSMUSG00000049659"
"3894","ENSMUSG00000001891"
"3895","ENSMUSG00000020319"
"3896","ENSMUSG00000051355"
"3897","ENSMUSG00000007739"
"3898","ENSMUSG00000049811"
"3899","ENSMUSG00000020290"
"3900","ENSMUSG00000056342"
"3901","ENSMUSG00000020288"
"3902","ENSMUSG00000086459"
"3903","ENSMUSG00000042208"
"3904","ENSMUSG00000020283"
"3905","ENSMUSG00000020280"
"3906","ENSMUSG00000004018"
"3907","ENSMUSG00000064090"
"3908","ENSMUSG00000020463"
"3909","ENSMUSG00000020462"
"3910","ENSMUSG00000032740"
"3911","ENSMUSG00000020459"
"3912","ENSMUSG00000020460"
"3913","ENSMUSG00000020461"
"3914","ENSMUSG00000020458"
"3915","ENSMUSG00000078157"
"3916","ENSMUSG00000060923"
"3917","ENSMUSG00000040850"
"3918","ENSMUSG00000020311"
"3919","ENSMUSG00000020305"
"3920","ENSMUSG00000044502"
"3921","ENSMUSG00000020299"
"3922","ENSMUSG00000040767"
"3923","ENSMUSG00000020289"
"3924","ENSMUSG00000020287"
"3925","ENSMUSG00000020272"
"3926","ENSMUSG00000020270"
"3927","ENSMUSG00000057113"
"3928","ENSMUSG00000040594"
"3929","ENSMUSG00000087122"
"3930","ENSMUSG00000069910"
"3931","ENSMUSG00000018848"
"3932","ENSMUSG00000042032"
"3933","ENSMUSG00000020330"
"3934","ENSMUSG00000020415"
"3935","ENSMUSG00000020409"
"3936","ENSMUSG00000041278"
"3937","ENSMUSG00000041231"
"3938","ENSMUSG00000006169"
"3939","ENSMUSG00000040489"
"3940","ENSMUSG00000020397"
"3941","ENSMUSG00000020372"
"3942","ENSMUSG00000040365"
"3943","ENSMUSG00000046311"
"3944","ENSMUSG00000020362"
"3945","ENSMUSG00000020366"
"3946","ENSMUSG00000020381"
"3947","ENSMUSG00000015837"
"3948","ENSMUSG00000020368"
"3949","ENSMUSG00000007850"
"3950","ENSMUSG00000072983"
"3951","ENSMUSG00000045942"
"3952","ENSMUSG00000020385"
"3953","ENSMUSG00000020358"
"3954","ENSMUSG00000001056"
"3955","ENSMUSG00000001054"
"3956","ENSMUSG00000001053"
"3957","ENSMUSG00000007777"
"3958","ENSMUSG00000020386"
"3959","ENSMUSG00000020390"
"3960","ENSMUSG00000020389"
"3961","ENSMUSG00000020349"
"3962","ENSMUSG00000036309"
"3963","ENSMUSG00000036275"
"3964","ENSMUSG00000020361"
"3965","ENSMUSG00000018239"
"3966","ENSMUSG00000049470"
"3967","ENSMUSG00000044894"
"3968","ENSMUSG00000018238"
"3969","ENSMUSG00000018395"
"3970","ENSMUSG00000020380"
"3971","ENSMUSG00000063652"
"3972","ENSMUSG00000020333"
"3973","ENSMUSG00000020332"
"3974","ENSMUSG00000035992"
"3975","ENSMUSG00000037533"
"3976","ENSMUSG00000020268"
"3977","ENSMUSG00000020267"
"3978","ENSMUSG00000000594"
"3979","ENSMUSG00000018585"
"3980","ENSMUSG00000018583"
"3981","ENSMUSG00000020523"
"3982","ENSMUSG00000020520"
"3983","ENSMUSG00000037331"
"3984","ENSMUSG00000020515"
"3985","ENSMUSG00000037275"
"3986","ENSMUSG00000020514"
"3987","ENSMUSG00000049755"
"3988","ENSMUSG00000052642"
"3989","ENSMUSG00000085342"
"3990","ENSMUSG00000037001"
"3991","ENSMUSG00000020496"
"3992","ENSMUSG00000078851"
"3993","ENSMUSG00000020455"
"3994","ENSMUSG00000020444"
"3995","ENSMUSG00000036860"
"3996","ENSMUSG00000020441"
"3997","ENSMUSG00000048076"
"3998","ENSMUSG00000049291"
"3999","ENSMUSG00000020472"
"4000","ENSMUSG00000005417"
"4001","ENSMUSG00000043648"
"4002","ENSMUSG00000032633"
"4003","ENSMUSG00000019373"
"4004","ENSMUSG00000032615"
"4005","ENSMUSG00000085260"
"4006","ENSMUSG00000061650"
"4007","ENSMUSG00000000301"
"4008","ENSMUSG00000051008"
"4009","ENSMUSG00000056598"
"4010","ENSMUSG00000042709"
"4011","ENSMUSG00000018415"
"4012","ENSMUSG00000020537"
"4013","ENSMUSG00000042650"
"4014","ENSMUSG00000002814"
"4015","ENSMUSG00000020534"
"4016","ENSMUSG00000042569"
"4017","ENSMUSG00000043284"
"4018","ENSMUSG00000018932"
"4019","ENSMUSG00000069855"
"4020","ENSMUSG00000001039"
"4021","ENSMUSG00000001036"
"4022","ENSMUSG00000020528"
"4023","ENSMUSG00000004798"
"4024","ENSMUSG00000014243"
"4025","ENSMUSG00000042298"
"4026","ENSMUSG00000018501"
"4027","ENSMUSG00000018509"
"4028","ENSMUSG00000019505"
"4029","ENSMUSG00000086841"
"4030","ENSMUSG00000047342"
"4031","ENSMUSG00000090173"
"4032","ENSMUSG00000014177"
"4033","ENSMUSG00000042200"
"4034","ENSMUSG00000042189"
"4035","ENSMUSG00000042148"
"4036","ENSMUSG00000087497"
"4037","ENSMUSG00000020549"
"4038","ENSMUSG00000018347"
"4039","ENSMUSG00000020904"
"4040","ENSMUSG00000020903"
"4041","ENSMUSG00000046207"
"4042","ENSMUSG00000045915"
"4043","ENSMUSG00000020900"
"4044","ENSMUSG00000018736"
"4045","ENSMUSG00000060938"
"4046","ENSMUSG00000032921"
"4047","ENSMUSG00000052921"
"4048","ENSMUSG00000032892"
"4049","ENSMUSG00000020897"
"4050","ENSMUSG00000072809"
"4051","ENSMUSG00000045176"
"4052","ENSMUSG00000020895"
"4053","ENSMUSG00000020894"
"4054","ENSMUSG00000049299"
"4055","ENSMUSG00000043419"
"4056","ENSMUSG00000018474"
"4057","ENSMUSG00000059278"
"4058","ENSMUSG00000085178"
"4059","ENSMUSG00000005237"
"4060","ENSMUSG00000018765"
"4061","ENSMUSG00000018761"
"4062","ENSMUSG00000059796"
"4063","ENSMUSG00000005204"
"4064","ENSMUSG00000005198"
"4065","ENSMUSG00000044084"
"4066","ENSMUSG00000041165"
"4067","ENSMUSG00000023170"
"4068","ENSMUSG00000078812"
"4069","ENSMUSG00000018554"
"4070","ENSMUSG00000018565"
"4071","ENSMUSG00000018559"
"4072","ENSMUSG00000018567"
"4073","ENSMUSG00000018572"
"4074","ENSMUSG00000020888"
"4075","ENSMUSG00000018574"
"4076","ENSMUSG00000018921"
"4077","ENSMUSG00000040829"
"4078","ENSMUSG00000018286"
"4079","ENSMUSG00000014609"
"4080","ENSMUSG00000087279"
"4081","ENSMUSG00000014606"
"4082","ENSMUSG00000040746"
"4083","ENSMUSG00000018293"
"4084","ENSMUSG00000060600"
"4085","ENSMUSG00000018287"
"4086","ENSMUSG00000057054"
"4087","ENSMUSG00000020817"
"4088","ENSMUSG00000040667"
"4089","ENSMUSG00000018446"
"4090","ENSMUSG00000018442"
"4091","ENSMUSG00000020807"
"4092","ENSMUSG00000020803"
"4093","ENSMUSG00000020801"
"4094","ENSMUSG00000020805"
"4095","ENSMUSG00000086951"
"4096","ENSMUSG00000020799"
"4097","ENSMUSG00000020794"
"4098","ENSMUSG00000005947"
"4099","ENSMUSG00000050107"
"4100","ENSMUSG00000047260"
"4101","ENSMUSG00000020745"
"4102","ENSMUSG00000010554"
"4103","ENSMUSG00000038290"
"4104","ENSMUSG00000000751"
"4105","ENSMUSG00000020850"
"4106","ENSMUSG00000017781"
"4107","ENSMUSG00000006127"
"4108","ENSMUSG00000017776"
"4109","ENSMUSG00000020849"
"4110","ENSMUSG00000053783"
"4111","ENSMUSG00000017288"
"4112","ENSMUSG00000017286"
"4113","ENSMUSG00000038057"
"4114","ENSMUSG00000020844"
"4115","ENSMUSG00000020843"
"4116","ENSMUSG00000010392"
"4117","ENSMUSG00000020840"
"4118","ENSMUSG00000037958"
"4119","ENSMUSG00000050944"
"4120","ENSMUSG00000037926"
"4121","ENSMUSG00000083899"
"4122","ENSMUSG00000011877"
"4123","ENSMUSG00000044328"
"4124","ENSMUSG00000017291"
"4125","ENSMUSG00000037857"
"4126","ENSMUSG00000019437"
"4127","ENSMUSG00000058546"
"4128","ENSMUSG00000002052"
"4129","ENSMUSG00000010277"
"4130","ENSMUSG00000087295"
"4131","ENSMUSG00000002055"
"4132","ENSMUSG00000041958"
"4133","ENSMUSG00000051232"
"4134","ENSMUSG00000001100"
"4135","ENSMUSG00000017615"
"4136","ENSMUSG00000001105"
"4137","ENSMUSG00000037278"
"4138","ENSMUSG00000072640"
"4139","ENSMUSG00000020716"
"4140","ENSMUSG00000017548"
"4141","ENSMUSG00000046909"
"4142","ENSMUSG00000017686"
"4143","ENSMUSG00000017421"
"4144","ENSMUSG00000017428"
"4145","ENSMUSG00000020698"
"4146","ENSMUSG00000046010"
"4147","ENSMUSG00000020697"
"4148","ENSMUSG00000018733"
"4149","ENSMUSG00000035152"
"4150","ENSMUSG00000020680"
"4151","ENSMUSG00000000976"
"4152","ENSMUSG00000020677"
"4153","ENSMUSG00000034940"
"4154","ENSMUSG00000018697"
"4155","ENSMUSG00000034449"
"4156","ENSMUSG00000020530"
"4157","ENSMUSG00000020526"
"4158","ENSMUSG00000000804"
"4159","ENSMUSG00000018479"
"4160","ENSMUSG00000018481"
"4161","ENSMUSG00000020525"
"4162","ENSMUSG00000059439"
"4163","ENSMUSG00000020521"
"4164","ENSMUSG00000020516"
"4165","ENSMUSG00000020513"
"4166","ENSMUSG00000018171"
"4167","ENSMUSG00000083992"
"4168","ENSMUSG00000072582"
"4169","ENSMUSG00000047126"
"4170","ENSMUSG00000018425"
"4171","ENSMUSG00000061666"
