"","gene_names"
"1703","ENSMUSG00000029326"
"1704","ENSMUSG00000035325"
"1705","ENSMUSG00000035297"
"1706","ENSMUSG00000029319"
"1707","ENSMUSG00000016833"
"1708","ENSMUSG00000035234"
"1709","ENSMUSG00000029330"
"1710","ENSMUSG00000043940"
"1711","ENSMUSG00000046709"
"1712","ENSMUSG00000029320"
"1713","ENSMUSG00000029312"
"1714","ENSMUSG00000029310"
"1715","ENSMUSG00000079065"
"1716","ENSMUSG00000029290"
"1717","ENSMUSG00000105531"
"1718","ENSMUSG00000049606"
"1719","ENSMUSG00000043410"
"1720","ENSMUSG00000029279"
"1721","ENSMUSG00000089798"
"1722","ENSMUSG00000029276"
"1723","ENSMUSG00000033773"
"1724","ENSMUSG00000011831"
"1725","ENSMUSG00000063447"
"1726","ENSMUSG00000058558"
"1727","ENSMUSG00000029270"
"1728","ENSMUSG00000029267"
"1729","ENSMUSG00000063406"
"1730","ENSMUSG00000056531"
"1731","ENSMUSG00000029265"
"1732","ENSMUSG00000050856"
"1733","ENSMUSG00000013495"
"1734","ENSMUSG00000055385"
"1735","ENSMUSG00000033467"
"1736","ENSMUSG00000014668"
"1737","ENSMUSG00000029502"
"1738","ENSMUSG00000029501"
"1739","ENSMUSG00000029500"
"1740","ENSMUSG00000007080"
"1741","ENSMUSG00000033294"
"1742","ENSMUSG00000029504"
"1743","ENSMUSG00000029505"
"1744","ENSMUSG00000086401"
"1745","ENSMUSG00000043510"
"1746","ENSMUSG00000050017"
"1747","ENSMUSG00000029345"
"1748","ENSMUSG00000029346"
"1749","ENSMUSG00000042328"
"1750","ENSMUSG00000104705"
"1751","ENSMUSG00000042184"
"1752","ENSMUSG00000025825"
"1753","ENSMUSG00000029592"
"1754","ENSMUSG00000001098"
"1755","ENSMUSG00000002486"
"1756","ENSMUSG00000092183"
"1757","ENSMUSG00000041870"
"1758","ENSMUSG00000072694"
"1759","ENSMUSG00000029564"
"1760","ENSMUSG00000029550"
"1761","ENSMUSG00000048578"
"1762","ENSMUSG00000060152"
"1763","ENSMUSG00000041740"
"1764","ENSMUSG00000041733"
"1765","ENSMUSG00000009013"
"1766","ENSMUSG00000086368"
"1767","ENSMUSG00000029538"
"1768","ENSMUSG00000029536"
"1769","ENSMUSG00000041697"
"1770","ENSMUSG00000029524"
"1771","ENSMUSG00000067274"
"1772","ENSMUSG00000041638"
"1773","ENSMUSG00000029516"
"1774","ENSMUSG00000043913"
"1775","ENSMUSG00000066900"
"1776","ENSMUSG00000032959"
"1777","ENSMUSG00000029364"
"1778","ENSMUSG00000086075"
"1779","ENSMUSG00000029598"
"1780","ENSMUSG00000029601"
"1781","ENSMUSG00000029614"
"1782","ENSMUSG00000042744"
"1783","ENSMUSG00000042726"
"1784","ENSMUSG00000106209"
"1785","ENSMUSG00000042719"
"1786","ENSMUSG00000029616"
"1787","ENSMUSG00000029452"
"1788","ENSMUSG00000062438"
"1789","ENSMUSG00000029458"
"1790","ENSMUSG00000042605"
"1791","ENSMUSG00000042594"
"1792","ENSMUSG00000004455"
"1793","ENSMUSG00000038582"
"1794","ENSMUSG00000038569"
"1795","ENSMUSG00000029462"
"1796","ENSMUSG00000029463"
"1797","ENSMUSG00000029464"
"1798","ENSMUSG00000029465"
"1799","ENSMUSG00000029466"
"1800","ENSMUSG00000029467"
"1801","ENSMUSG00000029469"
"1802","ENSMUSG00000029472"
"1803","ENSMUSG00000029474"
"1804","ENSMUSG00000029475"
"1805","ENSMUSG00000049686"
"1806","ENSMUSG00000029440"
"1807","ENSMUSG00000029442"
"1808","ENSMUSG00000063409"
"1809","ENSMUSG00000029433"
"1810","ENSMUSG00000029431"
"1811","ENSMUSG00000049550"
"1812","ENSMUSG00000029422"
"1813","ENSMUSG00000023106"
"1814","ENSMUSG00000061882"
"1815","ENSMUSG00000029408"
"1816","ENSMUSG00000023707"
"1817","ENSMUSG00000029404"
"1818","ENSMUSG00000038126"
"1819","ENSMUSG00000038095"
"1820","ENSMUSG00000049327"
"1821","ENSMUSG00000029401"
"1822","ENSMUSG00000029402"
"1823","ENSMUSG00000029390"
"1824","ENSMUSG00000029388"
"1825","ENSMUSG00000029387"
"1826","ENSMUSG00000029386"
"1827","ENSMUSG00000037979"
"1828","ENSMUSG00000079215"
"1829","ENSMUSG00000008348"
"1830","ENSMUSG00000072612"
"1831","ENSMUSG00000029416"
"1832","ENSMUSG00000049971"
"1833","ENSMUSG00000029423"
"1834","ENSMUSG00000029428"
"1835","ENSMUSG00000029430"
"1836","ENSMUSG00000029439"
"1837","ENSMUSG00000034211"
"1838","ENSMUSG00000029446"
"1839","ENSMUSG00000029447"
"1840","ENSMUSG00000070493"
"1841","ENSMUSG00000095789"
"1842","ENSMUSG00000025533"
"1843","ENSMUSG00000025532"
"1844","ENSMUSG00000034118"
"1845","ENSMUSG00000034110"
"1846","ENSMUSG00000080893"
"1847","ENSMUSG00000053094"
"1848","ENSMUSG00000025337"
"1849","ENSMUSG00000056310"
"1850","ENSMUSG00000060261"
"1851","ENSMUSG00000072576"
"1852","ENSMUSG00000023104"
"1853","ENSMUSG00000040731"
"1854","ENSMUSG00000040532"
"1855","ENSMUSG00000005378"
"1856","ENSMUSG00000061118"
"1857","ENSMUSG00000005374"
"1858","ENSMUSG00000029681"
"1859","ENSMUSG00000040013"
"1860","ENSMUSG00000053293"
"1861","ENSMUSG00000039917"
"1862","ENSMUSG00000039886"
"1863","ENSMUSG00000019178"
"1864","ENSMUSG00000019179"
"1865","ENSMUSG00000004947"
"1866","ENSMUSG00000039771"
"1867","ENSMUSG00000029703"
"1868","ENSMUSG00000039754"
"1869","ENSMUSG00000039737"
"1870","ENSMUSG00000029705"
"1871","ENSMUSG00000005474"
"1872","ENSMUSG00000007987"
"1873","ENSMUSG00000097908"
"1874","ENSMUSG00000019054"
"1875","ENSMUSG00000059518"
"1876","ENSMUSG00000004849"
"1877","ENSMUSG00000037390"
"1878","ENSMUSG00000037364"
"1879","ENSMUSG00000029715"
"1880","ENSMUSG00000029713"
"1881","ENSMUSG00000037221"
"1882","ENSMUSG00000029725"
"1883","ENSMUSG00000029726"
"1884","ENSMUSG00000037108"
"1885","ENSMUSG00000037017"
"1886","ENSMUSG00000019494"
"1887","ENSMUSG00000029730"
"1888","ENSMUSG00000019518"
"1889","ENSMUSG00000036980"
"1890","ENSMUSG00000049285"
"1891","ENSMUSG00000036948"
"1892","ENSMUSG00000036928"
"1893","ENSMUSG00000025856"
"1894","ENSMUSG00000025857"
"1895","ENSMUSG00000036817"
"1896","ENSMUSG00000025858"
"1897","ENSMUSG00000045438"
"1898","ENSMUSG00000029554"
"1899","ENSMUSG00000056076"
"1900","ENSMUSG00000036555"
"1901","ENSMUSG00000056493"
"1902","ENSMUSG00000029576"
"1903","ENSMUSG00000074817"
"1904","ENSMUSG00000029578"
"1905","ENSMUSG00000029580"
"1906","ENSMUSG00000045078"
"1907","ENSMUSG00000104529"
"1908","ENSMUSG00000029586"
"1909","ENSMUSG00000039296"
"1910","ENSMUSG00000039244"
"1911","ENSMUSG00000001844"
"1912","ENSMUSG00000089889"
"1913","ENSMUSG00000079111"
"1914","ENSMUSG00000001847"
"1915","ENSMUSG00000051306"
"1916","ENSMUSG00000097287"
"1917","ENSMUSG00000029613"
"1918","ENSMUSG00000029610"
"1919","ENSMUSG00000029617"
"1920","ENSMUSG00000047843"
"1921","ENSMUSG00000038780"
"1922","ENSMUSG00000061707"
"1923","ENSMUSG00000029620"
"1924","ENSMUSG00000029621"
"1925","ENSMUSG00000029623"
"1926","ENSMUSG00000038722"
"1927","ENSMUSG00000029624"
"1928","ENSMUSG00000029625"
"1929","ENSMUSG00000038690"
"1930","ENSMUSG00000095040"
"1931","ENSMUSG00000029634"
"1932","ENSMUSG00000029635"
"1933","ENSMUSG00000106020"
"1934","ENSMUSG00000041453"
"1935","ENSMUSG00000016503"
"1936","ENSMUSG00000029642"
"1937","ENSMUSG00000029649"
"1938","ENSMUSG00000001687"
"1939","ENSMUSG00000041298"
"1940","ENSMUSG00000066551"
"1941","ENSMUSG00000041264"
"1942","ENSMUSG00000053368"
"1943","ENSMUSG00000041147"
"1944","ENSMUSG00000029655"
"1945","ENSMUSG00000033970"
"1946","ENSMUSG00000032757"
"1947","ENSMUSG00000032667"
"1948","ENSMUSG00000042607"
"1949","ENSMUSG00000085416"
"1950","ENSMUSG00000093482"
"1951","ENSMUSG00000042541"
"1952","ENSMUSG00000042447"
"1953","ENSMUSG00000012483"
"1954","ENSMUSG00000029632"
"1955","ENSMUSG00000029629"
"1956","ENSMUSG00000029571"
"1957","ENSMUSG00000101894"
"1958","ENSMUSG00000029569"
"1959","ENSMUSG00000052419"
"1960","ENSMUSG00000015733"
"1961","ENSMUSG00000029534"
"1962","ENSMUSG00000010796"
"1963","ENSMUSG00000044155"
"1964","ENSMUSG00000029517"
"1965","ENSMUSG00000046192"
"1966","ENSMUSG00000023089"
"1967","ENSMUSG00000029679"
"1968","ENSMUSG00000039841"
"1969","ENSMUSG00000020440"
"1970","ENSMUSG00000029701"
"1971","ENSMUSG00000043421"
"1972","ENSMUSG00000079652"
"1973","ENSMUSG00000039742"
"1974","ENSMUSG00000029769"
"1975","ENSMUSG00000004285"
"1976","ENSMUSG00000012535"
"1977","ENSMUSG00000001763"
"1978","ENSMUSG00000029772"
"1979","ENSMUSG00000058440"
"1980","ENSMUSG00000039130"
"1981","ENSMUSG00000029775"
"1982","ENSMUSG00000085470"
"1983","ENSMUSG00000029782"
"1984","ENSMUSG00000029784"
"1985","ENSMUSG00000029790"
"1986","ENSMUSG00000025607"
"1987","ENSMUSG00000025609"
"1988","ENSMUSG00000029766"
"1989","ENSMUSG00000053768"
"1990","ENSMUSG00000056215"
"1991","ENSMUSG00000001642"
"1992","ENSMUSG00000038871"
"1993","ENSMUSG00000038836"
"1994","ENSMUSG00000038784"
"1995","ENSMUSG00000038759"
"1996","ENSMUSG00000073155"
"1997","ENSMUSG00000029840"
"1998","ENSMUSG00000029833"
"1999","ENSMUSG00000038538"
"2000","ENSMUSG00000019689"
"2001","ENSMUSG00000029823"
"2002","ENSMUSG00000097206"
"2003","ENSMUSG00000038507"
"2004","ENSMUSG00000073144"
"2005","ENSMUSG00000029922"
"2006","ENSMUSG00000068601"
"2007","ENSMUSG00000002416"
"2008","ENSMUSG00000029918"
"2009","ENSMUSG00000029911"
"2010","ENSMUSG00000029883"
"2011","ENSMUSG00000029867"
"2012","ENSMUSG00000039419"
"2013","ENSMUSG00000029686"
"2014","ENSMUSG00000029687"
"2015","ENSMUSG00000052763"
"2016","ENSMUSG00000045466"
"2017","ENSMUSG00000042810"
"2018","ENSMUSG00000073096"
"2019","ENSMUSG00000029815"
"2020","ENSMUSG00000029814"
"2021","ENSMUSG00000029817"
"2022","ENSMUSG00000047115"
"2023","ENSMUSG00000023403"
"2024","ENSMUSG00000038388"
"2025","ENSMUSG00000029821"
"2026","ENSMUSG00000004980"
"2027","ENSMUSG00000029836"
"2028","ENSMUSG00000059182"
"2029","ENSMUSG00000000942"
"2030","ENSMUSG00000029776"
"2031","ENSMUSG00000004535"
"2032","ENSMUSG00000063568"
"2033","ENSMUSG00000005225"
"2034","ENSMUSG00000058446"
"2035","ENSMUSG00000002797"
"2036","ENSMUSG00000029777"
"2037","ENSMUSG00000038022"
"2038","ENSMUSG00000004347"
"2039","ENSMUSG00000091625"
"2040","ENSMUSG00000029798"
"2041","ENSMUSG00000062190"
"2042","ENSMUSG00000049232"
"2043","ENSMUSG00000036463"
"2044","ENSMUSG00000029910"
"2045","ENSMUSG00000036371"
"2046","ENSMUSG00000053604"
"2047","ENSMUSG00000051896"
"2048","ENSMUSG00000053012"
"2049","ENSMUSG00000053119"
"2050","ENSMUSG00000053470"
"2051","ENSMUSG00000052962"
"2052","ENSMUSG00000052337"
"2053","ENSMUSG00000063884"
"2054","ENSMUSG00000037621"
"2055","ENSMUSG00000056305"
"2056","ENSMUSG00000058706"
"2057","ENSMUSG00000055850"
"2058","ENSMUSG00000073002"
"2059","ENSMUSG00000053907"
"2060","ENSMUSG00000052631"
"2061","ENSMUSG00000056698"
"2062","ENSMUSG00000056429"
"2063","ENSMUSG00000055239"
"2064","ENSMUSG00000079523"
"2065","ENSMUSG00000052738"
"2066","ENSMUSG00000056197"
"2067","ENSMUSG00000101404"
"2068","ENSMUSG00000030045"
"2069","ENSMUSG00000030042"
"2070","ENSMUSG00000068329"
"2071","ENSMUSG00000068328"
"2072","ENSMUSG00000069678"
"2073","ENSMUSG00000030034"
"2074","ENSMUSG00000030032"
"2075","ENSMUSG00000030030"
"2076","ENSMUSG00000031865"
"2077","ENSMUSG00000005667"
"2078","ENSMUSG00000045160"
"2079","ENSMUSG00000006906"
"2080","ENSMUSG00000014748"
"2081","ENSMUSG00000034744"
"2082","ENSMUSG00000030016"
"2083","ENSMUSG00000072952"
"2084","ENSMUSG00000051343"
"2085","ENSMUSG00000030008"
"2086","ENSMUSG00000030007"
"2087","ENSMUSG00000054226"
"2088","ENSMUSG00000030002"
"2089","ENSMUSG00000057497"
"2090","ENSMUSG00000057278"
"2091","ENSMUSG00000071337"
"2092","ENSMUSG00000046679"
"2093","ENSMUSG00000051695"
"2094","ENSMUSG00000097048"
"2095","ENSMUSG00000001156"
"2096","ENSMUSG00000001158"
"2097","ENSMUSG00000001157"
"2098","ENSMUSG00000100164"
"2099","ENSMUSG00000029993"
"2100","ENSMUSG00000029992"
"2101","ENSMUSG00000030057"
"2102","ENSMUSG00000030058"
"2103","ENSMUSG00000044927"
"2104","ENSMUSG00000079477"
"2105","ENSMUSG00000030062"
"2106","ENSMUSG00000048206"
"2107","ENSMUSG00000033216"
"2108","ENSMUSG00000030079"
"2109","ENSMUSG00000030082"
"2110","ENSMUSG00000033174"
"2111","ENSMUSG00000030083"
"2112","ENSMUSG00000030086"
"2113","ENSMUSG00000000811"
"2114","ENSMUSG00000030089"
"2115","ENSMUSG00000100680"
"2116","ENSMUSG00000034203"
"2117","ENSMUSG00000034192"
"2118","ENSMUSG00000034083"
"2119","ENSMUSG00000005893"
"2120","ENSMUSG00000014551"
"2121","ENSMUSG00000045095"
"2122","ENSMUSG00000045100"
"2123","ENSMUSG00000072878"
"2124","ENSMUSG00000030059"
"2125","ENSMUSG00000030061"
"2126","ENSMUSG00000030067"
"2127","ENSMUSG00000030069"
"2128","ENSMUSG00000084319"
"2129","ENSMUSG00000052144"
"2130","ENSMUSG00000013736"
"2131","ENSMUSG00000005362"
"2132","ENSMUSG00000030105"
"2133","ENSMUSG00000030254"
"2134","ENSMUSG00000030264"
"2135","ENSMUSG00000086429"
"2136","ENSMUSG00000034269"
"2137","ENSMUSG00000030269"
"2138","ENSMUSG00000085012"
"2139","ENSMUSG00000030271"
"2140","ENSMUSG00000048930"
"2141","ENSMUSG00000079426"
"2142","ENSMUSG00000051169"
"2143","ENSMUSG00000051256"
"2144","ENSMUSG00000030286"
"2145","ENSMUSG00000033940"
"2146","ENSMUSG00000033933"
"2147","ENSMUSG00000064177"
"2148","ENSMUSG00000030298"
"2149","ENSMUSG00000030314"
"2150","ENSMUSG00000030316"
"2151","ENSMUSG00000000439"
"2152","ENSMUSG00000000441"
"2153","ENSMUSG00000057841"
"2154","ENSMUSG00000030323"
"2155","ENSMUSG00000030126"
"2156","ENSMUSG00000042213"
"2157","ENSMUSG00000104222"
"2158","ENSMUSG00000042079"
"2159","ENSMUSG00000030138"
"2160","ENSMUSG00000041477"
"2161","ENSMUSG00000097831"
"2162","ENSMUSG00000045962"
"2163","ENSMUSG00000030177"
"2164","ENSMUSG00000030180"
"2165","ENSMUSG00000019210"
"2166","ENSMUSG00000009112"
"2167","ENSMUSG00000007458"
"2168","ENSMUSG00000040669"
"2169","ENSMUSG00000040657"
"2170","ENSMUSG00000040649"
"2171","ENSMUSG00000055093"
"2172","ENSMUSG00000030116"
"2173","ENSMUSG00000003153"
"2174","ENSMUSG00000004270"
"2175","ENSMUSG00000004268"
"2176","ENSMUSG00000004264"
"2177","ENSMUSG00000004263"
"2178","ENSMUSG00000030125"
"2179","ENSMUSG00000023456"
"2180","ENSMUSG00000038429"
"2181","ENSMUSG00000023505"
"2182","ENSMUSG00000030120"
"2183","ENSMUSG00000030127"
"2184","ENSMUSG00000030330"
"2185","ENSMUSG00000072770"
"2186","ENSMUSG00000063870"
"2187","ENSMUSG00000038279"
"2188","ENSMUSG00000038271"
"2189","ENSMUSG00000057666"
"2190","ENSMUSG00000038252"
"2191","ENSMUSG00000030335"
"2192","ENSMUSG00000067702"
"2193","ENSMUSG00000000399"
"2194","ENSMUSG00000030346"
"2195","ENSMUSG00000037997"
"2196","ENSMUSG00000056771"
"2197","ENSMUSG00000048668"
"2198","ENSMUSG00000030357"
"2199","ENSMUSG00000059659"
"2200","ENSMUSG00000047720"
"2201","ENSMUSG00000097675"
"2202","ENSMUSG00000030161"
"2203","ENSMUSG00000030188"
"2204","ENSMUSG00000030189"
"2205","ENSMUSG00000072704"
"2206","ENSMUSG00000032641"
"2207","ENSMUSG00000030204"
"2208","ENSMUSG00000030206"
"2209","ENSMUSG00000030213"
"2210","ENSMUSG00000060032"
"2211","ENSMUSG00000030216"
"2212","ENSMUSG00000030224"
"2213","ENSMUSG00000046717"
"2214","ENSMUSG00000030231"
"2215","ENSMUSG00000030232"
"2216","ENSMUSG00000041671"
"2217","ENSMUSG00000030243"
"2218","ENSMUSG00000030275"
"2219","ENSMUSG00000072679"
"2220","ENSMUSG00000043541"
"2221","ENSMUSG00000040370"
"2222","ENSMUSG00000030265"
"2223","ENSMUSG00000067338"
"2224","ENSMUSG00000040250"
"2225","ENSMUSG00000040242"
"2226","ENSMUSG00000030291"
"2227","ENSMUSG00000030292"
"2228","ENSMUSG00000040163"
"2229","ENSMUSG00000040112"
"2230","ENSMUSG00000030301"
"2231","ENSMUSG00000030304"
"2232","ENSMUSG00000063171"
"2233","ENSMUSG00000030313"
"2234","ENSMUSG00000068250"
"2235","ENSMUSG00000035674"
"2236","ENSMUSG00000006335"
"2237","ENSMUSG00000008373"
"2238","ENSMUSG00000078813"
"2239","ENSMUSG00000006333"
"2240","ENSMUSG00000035545"
"2241","ENSMUSG00000019254"
"2242","ENSMUSG00000055809"
"2243","ENSMUSG00000063802"
"2244","ENSMUSG00000051811"
"2245","ENSMUSG00000030432"
"2246","ENSMUSG00000060860"
"2247","ENSMUSG00000061374"
"2248","ENSMUSG00000035228"
"2249","ENSMUSG00000030435"
"2250","ENSMUSG00000035203"
"2251","ENSMUSG00000083649"
"2252","ENSMUSG00000046792"
"2253","ENSMUSG00000044876"
"2254","ENSMUSG00000054893"
"2255","ENSMUSG00000070837"
"2256","ENSMUSG00000000605"
"2257","ENSMUSG00000057894"
"2258","ENSMUSG00000058638"
"2259","ENSMUSG00000012848"
"2260","ENSMUSG00000005566"
"2261","ENSMUSG00000033916"
"2262","ENSMUSG00000005575"
"2263","ENSMUSG00000056394"
"2264","ENSMUSG00000041571"
"2265","ENSMUSG00000041560"
"2266","ENSMUSG00000078796"
"2267","ENSMUSG00000006024"
"2268","ENSMUSG00000006021"
"2269","ENSMUSG00000041375"
"2270","ENSMUSG00000052833"
"2271","ENSMUSG00000008036"
"2272","ENSMUSG00000030374"
"2273","ENSMUSG00000019370"
"2274","ENSMUSG00000041141"
"2275","ENSMUSG00000003099"
"2276","ENSMUSG00000074358"
"2277","ENSMUSG00000048481"
"2278","ENSMUSG00000023118"
"2279","ENSMUSG00000040866"
"2280","ENSMUSG00000040824"
"2281","ENSMUSG00000052214"
"2282","ENSMUSG00000003549"
"2283","ENSMUSG00000040734"
"2284","ENSMUSG00000030400"
"2285","ENSMUSG00000002043"
"2286","ENSMUSG00000060621"
"2287","ENSMUSG00000051403"
"2288","ENSMUSG00000044709"
"2289","ENSMUSG00000061028"
"2290","ENSMUSG00000002981"
"2291","ENSMUSG00000002984"
"2292","ENSMUSG00000092381"
"2293","ENSMUSG00000050605"
"2294","ENSMUSG00000074282"
"2295","ENSMUSG00000055826"
"2296","ENSMUSG00000002210"
"2297","ENSMUSG00000062028"
"2298","ENSMUSG00000064264"
"2299","ENSMUSG00000051768"
"2300","ENSMUSG00000062773"
"2301","ENSMUSG00000045587"
"2302","ENSMUSG00000058717"
"2303","ENSMUSG00000052212"
"2304","ENSMUSG00000091955"
"2305","ENSMUSG00000062732"
"2306","ENSMUSG00000011349"
"2307","ENSMUSG00000040952"
"2308","ENSMUSG00000003380"
"2309","ENSMUSG00000045252"
"2310","ENSMUSG00000008496"
"2311","ENSMUSG00000054499"
"2312","ENSMUSG00000057177"
"2313","ENSMUSG00000005447"
"2314","ENSMUSG00000058741"
"2315","ENSMUSG00000057229"
"2316","ENSMUSG00000060376"
"2317","ENSMUSG00000061286"
"2318","ENSMUSG00000063439"
"2319","ENSMUSG00000002608"
"2320","ENSMUSG00000040725"
"2321","ENSMUSG00000058709"
"2322","ENSMUSG00000061479"
"2323","ENSMUSG00000011751"
"2324","ENSMUSG00000049643"
"2325","ENSMUSG00000004056"
"2326","ENSMUSG00000040390"
"2327","ENSMUSG00000057093"
"2328","ENSMUSG00000030603"
"2329","ENSMUSG00000046865"
"2330","ENSMUSG00000002409"
"2331","ENSMUSG00000070705"
"2332","ENSMUSG00000003436"
"2333","ENSMUSG00000003438"
"2334","ENSMUSG00000003435"
"2335","ENSMUSG00000037563"
"2336","ENSMUSG00000003444"
"2337","ENSMUSG00000003437"
"2338","ENSMUSG00000030602"
"2339","ENSMUSG00000045948"
"2340","ENSMUSG00000030595"
"2341","ENSMUSG00000015149"
"2342","ENSMUSG00000015165"
"2343","ENSMUSG00000053898"
"2344","ENSMUSG00000053565"
"2345","ENSMUSG00000037337"
"2346","ENSMUSG00000030590"
"2347","ENSMUSG00000099098"
"2348","ENSMUSG00000031493"
"2349","ENSMUSG00000030591"
"2350","ENSMUSG00000049676"
"2351","ENSMUSG00000030588"
"2352","ENSMUSG00000074227"
"2353","ENSMUSG00000074224"
"2354","ENSMUSG00000049123"
"2355","ENSMUSG00000001794"
"2356","ENSMUSG00000006095"
"2357","ENSMUSG00000019738"
"2358","ENSMUSG00000037020"
"2359","ENSMUSG00000042831"
"2360","ENSMUSG00000074211"
"2361","ENSMUSG00000036854"
"2362","ENSMUSG00000036845"
"2363","ENSMUSG00000036835"
"2364","ENSMUSG00000078765"
"2365","ENSMUSG00000006307"
"2366","ENSMUSG00000006310"
"2367","ENSMUSG00000036751"
"2368","ENSMUSG00000006315"
"2369","ENSMUSG00000061099"
"2370","ENSMUSG00000046056"
"2371","ENSMUSG00000036634"
"2372","ENSMUSG00000009687"
"2373","ENSMUSG00000083381"
"2374","ENSMUSG00000083896"
"2375","ENSMUSG00000085312"
"2376","ENSMUSG00000052997"
"2377","ENSMUSG00000002635"
"2378","ENSMUSG00000036427"
"2379","ENSMUSG00000056216"
"2380","ENSMUSG00000030493"
"2381","ENSMUSG00000023072"
"2382","ENSMUSG00000030491"
"2383","ENSMUSG00000030417"
"2384","ENSMUSG00000093540"
"2385","ENSMUSG00000030421"
"2386","ENSMUSG00000030423"
"2387","ENSMUSG00000101708"
"2388","ENSMUSG00000056383"
"2389","ENSMUSG00000038782"
"2390","ENSMUSG00000008028"
"2391","ENSMUSG00000038695"
"2392","ENSMUSG00000008140"
"2393","ENSMUSG00000051113"
"2394","ENSMUSG00000060601"
"2395","ENSMUSG00000002205"
"2396","ENSMUSG00000043858"
"2397","ENSMUSG00000074141"
"2398","ENSMUSG00000038520"
"2399","ENSMUSG00000011096"
"2400","ENSMUSG00000002963"
"2401","ENSMUSG00000038502"
"2402","ENSMUSG00000002968"
"2403","ENSMUSG00000011658"
"2404","ENSMUSG00000060279"
"2405","ENSMUSG00000059891"
"2406","ENSMUSG00000007783"
"2407","ENSMUSG00000052429"
"2408","ENSMUSG00000003190"
"2409","ENSMUSG00000003184"
"2410","ENSMUSG00000007837"
"2411","ENSMUSG00000003421"
"2412","ENSMUSG00000003429"
"2413","ENSMUSG00000074129"
"2414","ENSMUSG00000003423"
"2415","ENSMUSG00000038292"
"2416","ENSMUSG00000030792"
"2417","ENSMUSG00000070568"
"2418","ENSMUSG00000063511"
"2419","ENSMUSG00000003868"
"2420","ENSMUSG00000003873"
"2421","ENSMUSG00000023467"
"2422","ENSMUSG00000030824"
"2423","ENSMUSG00000040364"
"2424","ENSMUSG00000057342"
"2425","ENSMUSG00000059070"
"2426","ENSMUSG00000003269"
"2427","ENSMUSG00000002771"
"2428","ENSMUSG00000002778"
"2429","ENSMUSG00000040231"
"2430","ENSMUSG00000040189"
"2431","ENSMUSG00000030835"
"2432","ENSMUSG00000006763"
"2433","ENSMUSG00000006599"
"2434","ENSMUSG00000063229"
"2435","ENSMUSG00000030851"
"2436","ENSMUSG00000014402"
"2437","ENSMUSG00000056509"
"2438","ENSMUSG00000039745"
"2439","ENSMUSG00000074093"
"2440","ENSMUSG00000094445"
"2441","ENSMUSG00000030452"
"2442","ENSMUSG00000030451"
"2443","ENSMUSG00000025326"
"2444","ENSMUSG00000030521"
"2445","ENSMUSG00000070520"
"2446","ENSMUSG00000078681"
"2447","ENSMUSG00000030512"
"2448","ENSMUSG00000075701"
"2449","ENSMUSG00000030510"
"2450","ENSMUSG00000030556"
"2451","ENSMUSG00000030555"
"2452","ENSMUSG00000078671"
"2453","ENSMUSG00000074067"
"2454","ENSMUSG00000025790"
"2455","ENSMUSG00000055652"
"2456","ENSMUSG00000030612"
"2457","ENSMUSG00000030611"
"2458","ENSMUSG00000039176"
"2459","ENSMUSG00000030549"
"2460","ENSMUSG00000039133"
"2461","ENSMUSG00000039099"
"2462","ENSMUSG00000030544"
"2463","ENSMUSG00000030543"
"2464","ENSMUSG00000063801"
"2465","ENSMUSG00000030538"
"2466","ENSMUSG00000045467"
"2467","ENSMUSG00000038943"
"2468","ENSMUSG00000030536"
"2469","ENSMUSG00000038797"
"2470","ENSMUSG00000025724"
"2471","ENSMUSG00000025584"
"2472","ENSMUSG00000061787"
"2473","ENSMUSG00000045795"
"2474","ENSMUSG00000038646"
"2475","ENSMUSG00000025102"
"2476","ENSMUSG00000025103"
"2477","ENSMUSG00000025104"
"2478","ENSMUSG00000030638"
"2479","ENSMUSG00000038570"
"2480","ENSMUSG00000011154"
"2481","ENSMUSG00000038503"
"2482","ENSMUSG00000097016"
"2483","ENSMUSG00000030629"
"2484","ENSMUSG00000069972"
"2485","ENSMUSG00000030621"
"2486","ENSMUSG00000030619"
"2487","ENSMUSG00000097585"
"2488","ENSMUSG00000030617"
"2489","ENSMUSG00000044362"
"2490","ENSMUSG00000030615"
"2491","ENSMUSG00000030613"
"2492","ENSMUSG00000041343"
"2493","ENSMUSG00000041328"
"2494","ENSMUSG00000074024"
"2495","ENSMUSG00000030641"
"2496","ENSMUSG00000035704"
"2497","ENSMUSG00000030647"
"2498","ENSMUSG00000025133"
"2499","ENSMUSG00000035642"
"2500","ENSMUSG00000035623"
"2501","ENSMUSG00000025439"
"2502","ENSMUSG00000056106"
"2503","ENSMUSG00000042797"
"2504","ENSMUSG00000035298"
"2505","ENSMUSG00000030744"
"2506","ENSMUSG00000035227"
"2507","ENSMUSG00000035211"
"2508","ENSMUSG00000030726"
"2509","ENSMUSG00000030718"
"2510","ENSMUSG00000047248"
"2511","ENSMUSG00000030708"
"2512","ENSMUSG00000044881"
"2513","ENSMUSG00000030706"
"2514","ENSMUSG00000030704"
"2515","ENSMUSG00000030688"
"2516","ENSMUSG00000001829"
"2517","ENSMUSG00000030649"
"2518","ENSMUSG00000030842"
"2519","ENSMUSG00000064307"
"2520","ENSMUSG00000070426"
"2521","ENSMUSG00000070424"
"2522","ENSMUSG00000030996"
"2523","ENSMUSG00000030987"
"2524","ENSMUSG00000030978"
"2525","ENSMUSG00000044465"
